Date,Visitor/Neutral,PTS,Home/Neutral,,Visitor_PTS,Home_PTS,Month,Season,Recent Wins (Home),Recent Losses (Home),Recent Win % (Home),Recent Wins (Visitor),Recent Losses (Visitor),Recent Win % (Visitor),Matchup Wins (Home),Matchup Wins (Visitor),Total Matchups,DSLG (Home),DSLG (Visitor),Wins (Home),Losses (Home),Wins (Visitor),Losses (Visitor)
Wed Jan 24 2024,Cleveland Cavaliers,126,Milwaukee Bucks,,116,126,january,2023-2024,3,2,60.0,2,3,40.0,2,2,4,2.0,2.0,30,13,26,15
Wed Jan 24 2024,Phoenix Suns,109,Dallas Mavericks,,132,109,january,2023-2024,1,4,20.0,2,3,40.0,2,1,3,2.0,2.0,24,19,25,18
Wed Jan 24 2024,Oklahoma City Thunder,114,San Antonio Spurs,,140,114,january,2023-2024,5,0,100.0,4,1,80.0,1,3,4,2.0,1.0,8,35,30,13
Wed Jan 24 2024,Atlanta Hawks,134,Golden State Warriors,,112,134,january,2023-2024,3,2,60.0,2,3,40.0,1,1,2,9.0,2.0,18,22,18,25
Thu Jan 25 2024,Philadelphia 76ers,134,Indiana Pacers,,122,134,january,2023-2024,4,1,80.0,2,3,40.0,2,1,3,2.0,3.0,24,21,29,13
Thu Jan 25 2024,Utah Jazz,108,Washington Wizards,,123,108,january,2023-2024,1,4,20.0,2,3,40.0,0,2,2,1.0,2.0,7,36,22,23
Thu Jan 25 2024,Minnesota Timberwolves,94,Brooklyn Nets,,96,94,january,2023-2024,3,2,60.0,2,3,40.0,0,2,2,2.0,1.0,17,26,31,13
Thu Jan 25 2024,Boston Celtics,110,Miami Heat,,143,110,january,2023-2024,3,2,60.0,3,2,60.0,1,6,7,1.0,3.0,24,20,34,10
Thu Jan 25 2024,Denver Nuggets,122,New York Knicks,,84,122,january,2023-2024,1,4,20.0,4,1,80.0,1,1,2,2.0,2.0,27,17,31,14
Thu Jan 25 2024,Sacramento Kings,133,Golden State Warriors,,134,133,january,2023-2024,3,2,60.0,3,2,60.0,2,3,5,1.0,3.0,19,22,24,18
Thu Jan 25 2024,Chicago Bulls,141,Los Angeles Lakers,,132,141,january,2023-2024,1,4,20.0,4,1,80.0,1,1,2,2.0,3.0,23,23,21,24
Fri Jan 26 2024,Dallas Mavericks,143,Atlanta Hawks,,148,143,january,2023-2024,3,2,60.0,1,4,20.0,0,2,2,2.0,2.0,18,26,24,20
Fri Jan 26 2024,Houston Rockets,104,Charlotte Hornets,,138,104,january,2023-2024,3,2,60.0,2,3,40.0,0,2,2,2.0,2.0,10,32,20,23
Fri Jan 26 2024,Phoenix Suns,133,Indiana Pacers,,131,133,january,2023-2024,3,2,60.0,2,3,40.0,1,1,2,1.0,2.0,25,21,26,18
Fri Jan 26 2024,Los Angeles Clippers,107,Toronto Raptors,,127,107,january,2023-2024,1,4,20.0,2,3,40.0,0,2,2,4.0,3.0,16,28,28,14
Fri Jan 26 2024,Orlando Magic,107,Memphis Grizzlies,,106,107,january,2023-2024,4,1,80.0,2,3,40.0,1,1,2,2.0,4.0,17,27,23,21
Fri Jan 26 2024,Cleveland Cavaliers,100,Milwaukee Bucks,,112,100,january,2023-2024,3,2,60.0,3,2,60.0,2,2,4,2.0,2.0,31,13,26,16
Fri Jan 26 2024,Oklahoma City Thunder,83,New Orleans Pelicans,,107,83,january,2023-2024,2,3,40.0,4,1,80.0,1,6,7,3.0,2.0,26,18,31,13
Fri Jan 26 2024,Portland Trail Blazers,116,San Antonio Spurs,,100,116,january,2023-2024,4,1,80.0,3,2,60.0,2,1,3,2.0,2.0,8,36,13,31
Sat Jan 27 2024,Washington Wizards,104,Detroit Pistons,,118,104,january,2023-2024,1,4,20.0,1,4,20.0,2,2,4,3.0,2.0,5,39,7,37
Sat Jan 27 2024,Miami Heat,125,New York Knicks,,109,125,january,2023-2024,1,4,20.0,2,3,40.0,2,1,3,2.0,2.0,28,17,24,21
Sat Jan 27 2024,Philadelphia 76ers,111,Denver Nuggets,,105,111,january,2023-2024,5,0,100.0,3,2,60.0,1,1,2,2.0,2.0,31,15,29,14
Sat Jan 27 2024,Houston Rockets,106,Brooklyn Nets,,104,106,january,2023-2024,3,2,60.0,2,3,40.0,1,1,2,2.0,1.0,17,27,21,23
Sat Jan 27 2024,Los Angeles Clippers,96,Boston Celtics,,115,96,january,2023-2024,3,2,60.0,2,3,40.0,1,1,2,2.0,1.0,35,10,29,14
Sat Jan 27 2024,Utah Jazz,122,Charlotte Hornets,,134,122,january,2023-2024,2,3,40.0,3,2,60.0,1,1,2,1.0,2.0,10,33,23,23
Sat Jan 27 2024,New Orleans Pelicans,141,Milwaukee Bucks,,117,141,january,2023-2024,3,2,60.0,1,4,20.0,1,1,2,1.0,1.0,31,14,26,19
Sat Jan 27 2024,Los Angeles Lakers,144,Golden State Warriors,2OT,145,144,january,2023-2024,3,2,60.0,1,4,20.0,3,1,4,2.0,2.0,19,23,24,23
Sat Jan 27 2024,Minnesota Timberwolves,113,San Antonio Spurs,,112,113,january,2023-2024,3,2,60.0,2,3,40.0,1,3,4,1.0,2.0,9,36,32,13
Sat Jan 27 2024,Sacramento Kings,115,Dallas Mavericks,,120,115,january,2023-2024,2,3,40.0,3,2,60.0,2,2,4,1.0,2.0,25,20,25,18
Sun Jan 28 2024,Oklahoma City Thunder,120,Detroit Pistons,,104,120,january,2023-2024,0,5,0.0,4,1,80.0,1,1,2,1.0,2.0,5,40,32,13
Sun Jan 28 2024,Memphis Grizzlies,116,Indiana Pacers,,110,116,january,2023-2024,2,3,40.0,4,1,80.0,1,1,2,2.0,2.0,26,21,18,27
Sun Jan 28 2024,Toronto Raptors,126,Atlanta Hawks,,125,126,january,2023-2024,3,2,60.0,1,4,20.0,2,2,4,2.0,2.0,18,27,16,29
Sun Jan 28 2024,Phoenix Suns,113,Orlando Magic,,98,113,january,2023-2024,2,3,40.0,3,2,60.0,1,1,2,2.0,2.0,23,22,26,19
Sun Jan 28 2024,Chicago Bulls,96,Portland Trail Blazers,,104,96,january,2023-2024,4,1,80.0,4,1,80.0,0,2,2,2.0,3.0,13,32,21,25
Mon Jan 29 2024,New York Knicks,92,Charlotte Hornets,,113,92,january,2023-2024,2,3,40.0,1,4,20.0,0,4,4,2.0,2.0,10,34,29,17
Mon Jan 29 2024,Los Angeles Clippers,118,Cleveland Cavaliers,,108,118,january,2023-2024,4,1,80.0,2,3,40.0,1,1,2,3.0,2.0,27,16,30,14
Mon Jan 29 2024,New Orleans Pelicans,118,Boston Celtics,,112,118,january,2023-2024,3,2,60.0,1,4,20.0,2,0,2,2.0,2.0,35,11,26,20
Mon Jan 29 2024,Utah Jazz,147,Brooklyn Nets,,114,147,january,2023-2024,2,3,40.0,4,1,80.0,1,1,2,2.0,2.0,18,27,24,23
Mon Jan 29 2024,Phoenix Suns,105,Miami Heat,,118,105,january,2023-2024,2,3,40.0,3,2,60.0,0,2,2,2.0,1.0,24,22,26,20
Mon Jan 29 2024,Los Angeles Lakers,135,Houston Rockets,,119,135,january,2023-2024,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,21,24,25,23
Mon Jan 29 2024,Sacramento Kings,94,Memphis Grizzlies,,103,94,january,2023-2024,4,1,80.0,3,2,60.0,0,3,3,1.0,2.0,18,28,26,18
Mon Jan 29 2024,Minnesota Timberwolves,101,Oklahoma City Thunder,,107,101,january,2023-2024,4,1,80.0,3,2,60.0,2,2,4,1.0,2.0,32,14,32,14
Mon Jan 29 2024,Washington Wizards,113,San Antonio Spurs,,118,113,january,2023-2024,2,3,40.0,1,4,20.0,1,1,2,2.0,2.0,10,36,8,37
Mon Jan 29 2024,Orlando Magic,131,Dallas Mavericks,,129,131,january,2023-2024,2,3,40.0,1,4,20.0,2,0,2,2.0,1.0,25,21,24,22
Mon Jan 29 2024,Milwaukee Bucks,113,Denver Nuggets,,107,113,january,2023-2024,4,1,80.0,2,3,40.0,1,1,2,2.0,2.0,32,15,32,14
Mon Jan 29 2024,Philadelphia 76ers,130,Portland Trail Blazers,,104,130,january,2023-2024,4,1,80.0,4,1,80.0,1,1,2,1.0,2.0,13,33,29,15
Tue Jan 30 2024,Los Angeles Lakers,138,Atlanta Hawks,,122,138,january,2023-2024,2,3,40.0,3,2,60.0,1,1,2,2.0,1.0,19,27,25,24
Tue Jan 30 2024,Indiana Pacers,129,Boston Celtics,,124,129,january,2023-2024,3,2,60.0,1,4,20.0,3,2,5,1.0,2.0,36,11,27,21
Tue Jan 30 2024,Utah Jazz,118,New York Knicks,,103,118,january,2023-2024,2,3,40.0,5,0,100.0,1,1,2,1.0,1.0,30,17,24,24
Tue Jan 30 2024,Toronto Raptors,107,Chicago Bulls,,118,107,january,2023-2024,4,1,80.0,2,3,40.0,2,2,4,2.0,2.0,22,25,16,30
Tue Jan 30 2024,Philadelphia 76ers,119,Golden State Warriors,,107,119,january,2023-2024,2,3,40.0,4,1,80.0,2,0,2,3.0,1.0,19,24,29,16
Wed Jan 31 2024,Chicago Bulls,110,Charlotte Hornets,,117,110,january,2023-2024,2,3,40.0,3,2,60.0,0,4,4,2.0,1.0,10,35,22,26
Wed Jan 31 2024,Detroit Pistons,128,Cleveland Cavaliers,,121,128,january,2023-2024,4,1,80.0,0,5,0.0,4,0,4,2.0,3.0,28,16,6,40
Wed Jan 31 2024,Los Angeles Clippers,109,Washington Wizards,,125,109,january,2023-2024,2,3,40.0,3,2,60.0,0,2,2,2.0,2.0,9,37,30,15
Wed Jan 31 2024,Sacramento Kings,115,Miami Heat,,106,115,january,2023-2024,2,3,40.0,3,2,60.0,2,0,2,2.0,2.0,24,23,27,18
Wed Jan 31 2024,New Orleans Pelicans,99,Houston Rockets,,110,99,january,2023-2024,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,22,24,26,21
Wed Jan 31 2024,Dallas Mavericks,121,Minnesota Timberwolves,,87,121,january,2023-2024,4,1,80.0,1,4,20.0,3,1,4,2.0,2.0,33,14,26,21
Wed Jan 31 2024,Denver Nuggets,105,Oklahoma City Thunder,,100,105,january,2023-2024,3,2,60.0,3,2,60.0,3,1,4,2.0,2.0,32,15,33,15
Wed Jan 31 2024,Orlando Magic,98,San Antonio Spurs,,108,98,january,2023-2024,1,4,20.0,2,3,40.0,0,2,2,2.0,2.0,10,37,24,23
Wed Jan 31 2024,Phoenix Suns,120,Brooklyn Nets,,136,120,january,2023-2024,1,4,20.0,4,1,80.0,1,1,2,2.0,2.0,19,27,27,20
Wed Jan 31 2024,Milwaukee Bucks,119,Portland Trail Blazers,,116,119,january,2023-2024,3,2,60.0,2,3,40.0,1,1,2,2.0,2.0,14,33,32,15
Thu Feb 1 2024,Los Angeles Lakers,105,Boston Celtics,,114,105,february,2023-2024,2,3,40.0,4,1,80.0,1,1,2,2.0,2.0,37,11,25,25
Thu Feb 1 2024,Indiana Pacers,109,New York Knicks,,105,109,february,2023-2024,2,3,40.0,1,4,20.0,1,2,3,2.0,2.0,31,17,27,22
Thu Feb 1 2024,Cleveland Cavaliers,101,Memphis Grizzlies,,108,101,february,2023-2024,3,2,60.0,3,2,60.0,0,2,2,3.0,1.0,18,29,29,16
Thu Feb 1 2024,Philadelphia 76ers,124,Utah Jazz,,127,124,february,2023-2024,5,0,100.0,4,1,80.0,1,1,2,2.0,2.0,24,25,29,17
Fri Feb 2 2024,Los Angeles Clippers,125,Detroit Pistons,,136,125,february,2023-2024,1,4,20.0,4,1,80.0,0,2,2,2.0,2.0,6,41,31,15
Fri Feb 2 2024,Miami Heat,102,Washington Wizards,,110,102,february,2023-2024,2,3,40.0,1,4,20.0,1,3,4,2.0,2.0,9,38,25,23
Fri Feb 2 2024,Phoenix Suns,129,Atlanta Hawks,,120,129,february,2023-2024,2,3,40.0,5,0,100.0,1,1,2,3.0,2.0,20,27,28,20
Fri Feb 2 2024,Sacramento Kings,122,Indiana Pacers,,133,122,february,2023-2024,2,3,40.0,4,1,80.0,1,1,2,1.0,2.0,27,23,27,19
Fri Feb 2 2024,Toronto Raptors,135,Houston Rockets,,106,135,february,2023-2024,2,3,40.0,3,2,60.0,1,1,2,2.0,3.0,22,25,17,30
Fri Feb 2 2024,Golden State Warriors,101,Memphis Grizzlies,,121,101,february,2023-2024,2,3,40.0,1,4,20.0,1,2,3,1.0,3.0,18,30,20,24
Fri Feb 2 2024,Orlando Magic,106,Minnesota Timberwolves,,108,106,february,2023-2024,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,34,14,25,23
Fri Feb 2 2024,Charlotte Hornets,126,Oklahoma City Thunder,,106,126,february,2023-2024,3,2,60.0,1,4,20.0,2,0,2,2.0,2.0,33,15,10,36
Fri Feb 2 2024,New Orleans Pelicans,113,San Antonio Spurs,,114,113,february,2023-2024,0,5,0.0,3,2,60.0,1,3,4,2.0,2.0,10,38,27,21
Fri Feb 2 2024,Portland Trail Blazers,120,Denver Nuggets,,108,120,february,2023-2024,3,2,60.0,2,3,40.0,4,0,4,2.0,2.0,33,16,15,33
Sat Feb 3 2024,Brooklyn Nets,121,Philadelphia 76ers,,136,121,february,2023-2024,5,0,100.0,0,5,0.0,2,2,4,2.0,3.0,30,17,19,28
Sat Feb 3 2024,Golden State Warriors,141,Atlanta Hawks,OT,134,141,february,2023-2024,1,4,20.0,1,4,20.0,1,1,2,1.0,1.0,21,27,21,24
Sat Feb 3 2024,Sacramento Kings,115,Chicago Bulls,,123,115,february,2023-2024,4,1,80.0,5,0,100.0,1,1,2,3.0,1.0,23,26,28,19
Sat Feb 3 2024,Milwaukee Bucks,117,Dallas Mavericks,,129,117,february,2023-2024,2,3,40.0,2,3,40.0,0,2,2,3.0,3.0,26,22,32,16
Sat Feb 3 2024,Los Angeles Lakers,105,New York Knicks,,113,105,february,2023-2024,1,4,20.0,4,1,80.0,1,1,2,2.0,2.0,32,17,26,25
Sat Feb 3 2024,Cleveland Cavaliers,101,San Antonio Spurs,,117,101,february,2023-2024,0,5,0.0,3,2,60.0,0,2,2,1.0,2.0,10,39,30,16
Sun Feb 4 2024,Orlando Magic,99,Detroit Pistons,,111,99,february,2023-2024,1,4,20.0,4,1,80.0,0,4,4,2.0,2.0,6,42,26,23
Sun Feb 4 2024,Phoenix Suns,112,Washington Wizards,,140,112,february,2023-2024,2,3,40.0,5,0,100.0,0,2,2,2.0,2.0,9,39,28,21
Sun Feb 4 2024,Memphis Grizzlies,131,Boston Celtics,,91,131,february,2023-2024,1,4,20.0,1,4,20.0,2,0,2,3.0,2.0,37,12,18,31
Sun Feb 4 2024,Indiana Pacers,99,Charlotte Hornets,,115,99,february,2023-2024,1,4,20.0,2,3,40.0,2,2,4,2.0,2.0,10,37,27,24
Sun Feb 4 2024,Los Angeles Clippers,95,Miami Heat,,103,95,february,2023-2024,2,3,40.0,5,0,100.0,0,2,2,2.0,2.0,26,23,32,15
Sun Feb 4 2024,Houston Rockets,111,Minnesota Timberwolves,,90,111,february,2023-2024,3,2,60.0,2,3,40.0,3,0,3,2.0,2.0,34,15,23,25
Sun Feb 4 2024,Toronto Raptors,135,Oklahoma City Thunder,2OT,127,135,february,2023-2024,2,3,40.0,3,2,60.0,2,0,2,2.0,2.0,34,15,17,31
Sun Feb 4 2024,Milwaukee Bucks,123,Utah Jazz,,108,123,february,2023-2024,4,1,80.0,3,2,60.0,2,0,2,3.0,1.0,24,26,33,16
Sun Feb 4 2024,Portland Trail Blazers,112,Denver Nuggets,,103,112,february,2023-2024,2,3,40.0,2,3,40.0,4,0,4,2.0,2.0,34,16,15,34
Mon Feb 5 2024,Los Angeles Lakers,118,Charlotte Hornets,,124,118,february,2023-2024,1,4,20.0,5,0,100.0,0,2,2,1.0,2.0,10,38,27,25
Mon Feb 5 2024,Sacramento Kings,136,Cleveland Cavaliers,,110,136,february,2023-2024,3,2,60.0,5,0,100.0,1,1,2,2.0,2.0,31,16,29,19
Mon Feb 5 2024,Dallas Mavericks,102,Philadelphia 76ers,,118,102,february,2023-2024,4,1,80.0,2,3,40.0,1,1,2,2.0,2.0,30,18,26,23
Mon Feb 5 2024,Los Angeles Clippers,144,Atlanta Hawks,,149,144,february,2023-2024,0,5,0.0,5,0,100.0,1,1,2,2.0,1.0,22,27,33,15
Mon Feb 5 2024,Golden State Warriors,98,Brooklyn Nets,,109,98,february,2023-2024,1,4,20.0,2,3,40.0,0,2,2,2.0,2.0,20,28,21,25
Mon Feb 5 2024,Toronto Raptors,138,New Orleans Pelicans,,100,138,february,2023-2024,4,1,80.0,4,1,80.0,2,0,2,3.0,1.0,28,21,17,32
Tue Feb 6 2024,Houston Rockets,132,Indiana Pacers,,129,132,february,2023-2024,3,2,60.0,2,3,40.0,2,0,2,2.0,2.0,28,24,23,26
Tue Feb 6 2024,Dallas Mavericks,107,Brooklyn Nets,,119,107,february,2023-2024,1,4,20.0,2,3,40.0,0,2,2,1.0,1.0,20,29,27,23
Tue Feb 6 2024,Orlando Magic,121,Miami Heat,,95,121,february,2023-2024,2,3,40.0,4,1,80.0,3,1,4,2.0,2.0,26,24,27,23
Tue Feb 6 2024,Memphis Grizzlies,123,New York Knicks,,113,123,february,2023-2024,1,4,20.0,2,3,40.0,2,0,2,3.0,2.0,32,18,18,32
Tue Feb 6 2024,Minnesota Timberwolves,129,Chicago Bulls,OT,123,129,february,2023-2024,3,2,60.0,2,3,40.0,2,0,2,3.0,2.0,23,27,35,15
Tue Feb 6 2024,Oklahoma City Thunder,124,Utah Jazz,,117,124,february,2023-2024,3,2,60.0,1,4,20.0,1,3,4,2.0,2.0,25,26,35,15
Tue Feb 6 2024,Milwaukee Bucks,114,Phoenix Suns,,106,114,february,2023-2024,5,0,100.0,4,1,80.0,1,1,2,2.0,2.0,29,21,33,17
Wed Feb 7 2024,Toronto Raptors,117,Charlotte Hornets,,123,117,february,2023-2024,1,4,20.0,5,0,100.0,1,3,4,2.0,2.0,10,39,17,33
Wed Feb 7 2024,Cleveland Cavaliers,106,Washington Wizards,,114,106,february,2023-2024,2,3,40.0,2,3,40.0,0,4,4,3.0,2.0,9,40,32,16
Wed Feb 7 2024,Atlanta Hawks,125,Boston Celtics,,117,125,february,2023-2024,0,5,0.0,0,5,0.0,2,2,4,3.0,2.0,38,12,22,28
Wed Feb 7 2024,San Antonio Spurs,116,Miami Heat,,104,116,february,2023-2024,1,4,20.0,0,5,0.0,2,0,2,1.0,4.0,27,24,10,40
Wed Feb 7 2024,Golden State Warriors,104,Philadelphia 76ers,,127,104,february,2023-2024,3,2,60.0,3,2,60.0,0,2,2,2.0,2.0,30,19,22,25
Wed Feb 7 2024,New Orleans Pelicans,106,Los Angeles Clippers,,117,106,february,2023-2024,5,0,100.0,4,1,80.0,1,3,4,2.0,2.0,34,15,29,21
Wed Feb 7 2024,Detroit Pistons,120,Sacramento Kings,,133,120,february,2023-2024,5,0,100.0,1,4,20.0,1,1,2,2.0,3.0,29,20,6,43
Thu Feb 8 2024,Golden State Warriors,109,Indiana Pacers,,131,109,february,2023-2024,3,2,60.0,4,1,80.0,1,1,2,2.0,1.0,29,24,23,25
Thu Feb 8 2024,San Antonio Spurs,127,Orlando Magic,,111,127,february,2023-2024,5,0,100.0,1,4,20.0,2,0,2,2.0,1.0,27,24,10,41
Thu Feb 8 2024,Cleveland Cavaliers,95,Brooklyn Nets,,118,95,february,2023-2024,1,4,20.0,3,2,60.0,1,3,4,2.0,1.0,20,30,33,16
Thu Feb 8 2024,Dallas Mavericks,108,New York Knicks,,122,108,february,2023-2024,1,4,20.0,3,2,60.0,0,2,2,2.0,2.0,33,18,28,23
Thu Feb 8 2024,Chicago Bulls,110,Memphis Grizzlies,,118,110,february,2023-2024,2,3,40.0,2,3,40.0,0,2,2,2.0,2.0,18,33,24,27
Thu Feb 8 2024,Minnesota Timberwolves,105,Milwaukee Bucks,,129,105,february,2023-2024,5,0,100.0,2,3,40.0,1,1,2,2.0,2.0,33,18,35,16
Thu Feb 8 2024,Utah Jazz,129,Phoenix Suns,,115,129,february,2023-2024,4,1,80.0,2,3,40.0,4,0,4,2.0,2.0,30,21,26,26
Thu Feb 8 2024,Denver Nuggets,106,Los Angeles Lakers,,114,106,february,2023-2024,5,0,100.0,1,4,20.0,1,7,8,3.0,4.0,28,25,35,16
Thu Feb 8 2024,Detroit Pistons,122,Portland Trail Blazers,OT,128,122,february,2023-2024,2,3,40.0,2,3,40.0,1,1,2,4.0,1.0,15,35,7,43
Fri Feb 9 2024,Atlanta Hawks,121,Philadelphia 76ers,,127,121,february,2023-2024,2,3,40.0,1,4,20.0,2,2,4,2.0,2.0,30,20,22,29
Fri Feb 9 2024,Washington Wizards,133,Boston Celtics,,129,133,february,2023-2024,0,5,0.0,1,4,20.0,4,0,4,2.0,2.0,39,12,9,41
Fri Feb 9 2024,Houston Rockets,107,Toronto Raptors,,104,107,february,2023-2024,5,0,100.0,2,3,40.0,1,1,2,2.0,3.0,18,33,23,27
Fri Feb 9 2024,Charlotte Hornets,120,Milwaukee Bucks,,84,120,february,2023-2024,4,1,80.0,1,4,20.0,4,0,4,1.0,2.0,33,19,10,40
Fri Feb 9 2024,Denver Nuggets,135,Sacramento Kings,,106,135,february,2023-2024,4,1,80.0,2,3,40.0,3,1,4,2.0,1.0,29,21,36,16
Fri Feb 9 2024,New Orleans Pelicans,139,Los Angeles Lakers,,122,139,february,2023-2024,4,1,80.0,4,1,80.0,4,1,5,1.0,2.0,28,26,30,21
Sat Feb 10 2024,Oklahoma City Thunder,146,Dallas Mavericks,,111,146,february,2023-2024,4,1,80.0,1,4,20.0,1,3,4,2.0,4.0,29,23,35,16
Sat Feb 10 2024,Detroit Pistons,112,Los Angeles Clippers,,106,112,february,2023-2024,4,1,80.0,3,2,60.0,2,0,2,3.0,2.0,34,16,8,43
Sat Feb 10 2024,San Antonio Spurs,123,Brooklyn Nets,,103,123,february,2023-2024,1,4,20.0,2,3,40.0,1,1,2,2.0,2.0,20,31,10,42
Sat Feb 10 2024,Memphis Grizzlies,115,Charlotte Hornets,,106,115,february,2023-2024,2,3,40.0,2,3,40.0,2,0,2,1.0,2.0,10,41,18,34
Sat Feb 10 2024,Chicago Bulls,114,Orlando Magic,OT,108,114,february,2023-2024,4,1,80.0,2,3,40.0,4,0,4,2.0,2.0,28,24,25,27
Sat Feb 10 2024,Philadelphia 76ers,113,Washington Wizards,,119,113,february,2023-2024,1,4,20.0,1,4,20.0,0,4,4,1.0,1.0,9,42,30,21
Sat Feb 10 2024,Houston Rockets,122,Atlanta Hawks,,113,122,february,2023-2024,2,3,40.0,3,2,60.0,2,0,2,1.0,1.0,23,29,23,28
Sat Feb 10 2024,Indiana Pacers,111,New York Knicks,,125,111,february,2023-2024,0,5,0.0,2,3,40.0,1,2,3,2.0,2.0,33,19,29,25
Sat Feb 10 2024,Cleveland Cavaliers,95,Toronto Raptors,,119,95,february,2023-2024,4,1,80.0,4,1,80.0,1,2,3,1.0,2.0,19,33,34,16
Sat Feb 10 2024,Phoenix Suns,113,Golden State Warriors,,112,113,february,2023-2024,5,0,100.0,3,2,60.0,1,3,4,2.0,2.0,24,25,31,21
Sat Feb 10 2024,New Orleans Pelicans,84,Portland Trail Blazers,,93,84,february,2023-2024,2,3,40.0,4,1,80.0,0,3,3,2.0,1.0,15,36,30,22
Sun Feb 11 2024,Boston Celtics,106,Miami Heat,,110,106,february,2023-2024,1,4,20.0,0,5,0.0,1,6,7,4.0,2.0,28,24,40,12
Sun Feb 11 2024,Sacramento Kings,127,Oklahoma City Thunder,,113,127,february,2023-2024,2,3,40.0,3,2,60.0,2,2,4,1.0,2.0,35,17,30,21
Mon Feb 12 2024,Indiana Pacers,111,Charlotte Hornets,,102,111,february,2023-2024,1,4,20.0,2,3,40.0,2,2,4,2.0,2.0,11,41,30,25
Mon Feb 12 2024,Philadelphia 76ers,121,Cleveland Cavaliers,,123,121,february,2023-2024,4,1,80.0,1,4,20.0,2,2,4,2.0,2.0,35,16,31,21
Mon Feb 12 2024,Chicago Bulls,126,Atlanta Hawks,,136,126,february,2023-2024,2,3,40.0,3,2,60.0,1,3,4,2.0,2.0,24,29,25,28
Mon Feb 12 2024,San Antonio Spurs,99,Toronto Raptors,,122,99,february,2023-2024,3,2,60.0,3,2,60.0,1,1,2,2.0,2.0,19,34,10,43
Mon Feb 12 2024,New York Knicks,105,Houston Rockets,,103,105,february,2023-2024,4,1,80.0,0,5,0.0,1,1,2,2.0,2.0,23,29,33,20
Mon Feb 12 2024,New Orleans Pelicans,87,Memphis Grizzlies,,96,87,february,2023-2024,3,2,60.0,4,1,80.0,2,2,4,2.0,2.0,18,35,31,22
Mon Feb 12 2024,Denver Nuggets,112,Milwaukee Bucks,,95,112,february,2023-2024,3,2,60.0,3,2,60.0,1,1,2,3.0,3.0,34,19,36,17
Mon Feb 12 2024,Washington Wizards,112,Dallas Mavericks,,104,112,february,2023-2024,3,2,60.0,1,4,20.0,2,0,2,2.0,2.0,30,23,9,43
Mon Feb 12 2024,Golden State Warriors,107,Utah Jazz,,129,107,february,2023-2024,2,3,40.0,4,1,80.0,0,4,4,4.0,2.0,26,27,25,25
Mon Feb 12 2024,Minnesota Timberwolves,100,Los Angeles Clippers,,121,100,february,2023-2024,3,2,60.0,2,3,40.0,1,3,4,2.0,4.0,35,16,36,16
Tue Feb 13 2024,Boston Celtics,110,Brooklyn Nets,,118,110,february,2023-2024,1,4,20.0,1,4,20.0,0,4,4,3.0,2.0,21,31,41,12
Tue Feb 13 2024,Oklahoma City Thunder,113,Orlando Magic,,127,113,february,2023-2024,3,2,60.0,2,3,40.0,0,2,2,3.0,2.0,29,24,36,17
Tue Feb 13 2024,Miami Heat,97,Milwaukee Bucks,,123,97,february,2023-2024,2,3,40.0,1,4,20.0,2,1,3,1.0,2.0,35,19,28,25
Tue Feb 13 2024,Sacramento Kings,130,Phoenix Suns,,125,130,february,2023-2024,3,2,60.0,3,2,60.0,3,2,5,3.0,2.0,31,22,30,22
Tue Feb 13 2024,Minnesota Timberwolves,109,Portland Trail Blazers,,121,109,february,2023-2024,2,3,40.0,3,2,60.0,0,4,4,3.0,1.0,15,37,37,16
Tue Feb 13 2024,Detroit Pistons,125,Los Angeles Lakers,,111,125,february,2023-2024,3,2,60.0,3,2,60.0,2,0,2,4.0,3.0,29,26,8,44
Wed Feb 14 2024,Atlanta Hawks,122,Charlotte Hornets,,99,122,february,2023-2024,1,4,20.0,2,3,40.0,3,1,4,2.0,2.0,12,41,24,30
Wed Feb 14 2024,New York Knicks,118,Orlando Magic,,100,118,february,2023-2024,2,3,40.0,1,4,20.0,3,1,4,1.0,2.0,29,25,33,21
Wed Feb 14 2024,Miami Heat,104,Philadelphia 76ers,,109,104,february,2023-2024,2,3,40.0,1,4,20.0,3,2,5,2.0,1.0,32,21,29,25
Wed Feb 14 2024,Brooklyn Nets,136,Boston Celtics,,86,136,february,2023-2024,2,3,40.0,0,5,0.0,4,0,4,1.0,1.0,42,12,21,32
Wed Feb 14 2024,Chicago Bulls,108,Cleveland Cavaliers,,105,108,february,2023-2024,3,2,60.0,3,2,60.0,3,1,4,2.0,2.0,35,17,26,28
Wed Feb 14 2024,Indiana Pacers,125,Toronto Raptors,,127,125,february,2023-2024,2,3,40.0,3,2,60.0,2,2,4,2.0,2.0,19,35,30,26
Wed Feb 14 2024,Houston Rockets,121,Memphis Grizzlies,,113,121,february,2023-2024,3,2,60.0,4,1,80.0,1,3,4,2.0,2.0,18,36,24,29
Wed Feb 14 2024,Washington Wizards,133,New Orleans Pelicans,,126,133,february,2023-2024,4,1,80.0,2,3,40.0,2,0,2,2.0,2.0,32,22,9,44
Wed Feb 14 2024,San Antonio Spurs,116,Dallas Mavericks,,93,116,february,2023-2024,3,2,60.0,4,1,80.0,4,0,4,2.0,2.0,31,23,11,43
